week,day,concept,task,level,confidence,completed,instructions,course
7,2,JavaScript Core 1: Just Enough JavaScript - Part 2,Explore the '07-variables' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,2,JavaScript Core 1: Just Enough JavaScript - Part 2,Explore the '08-null' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,3,JavaScript Core 1: Just Enough JavaScript - Part 3,Explore the '09-interactions' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,3,JavaScript Core 1: Just Enough JavaScript - Part 3,Explore the '10-numbers' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,3,JavaScript Core 1: Just Enough JavaScript - Part 3,Explore the '11-block-scope' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,3,JavaScript Core 1: Just Enough JavaScript - Part 3,Explore the '12-conditionals' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,4,JavaScript Core 1: Just Enough JavaScript - Part 4,Explore the '13-while-loops' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,4,JavaScript Core 1: Just Enough JavaScript - Part 4,Explore the '14-review-quiz' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,5,JavaScript Core 1: Just Enough JavaScript - Part 5,Explore the '15-for-of-loops' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,5,JavaScript Core 1: Just Enough JavaScript - Part 5,Explore the '16-break' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
7,5,JavaScript Core 1: Just Enough JavaScript - Part 5,Explore the '17-continue' section of 'Just Enough JavaScript',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,1,JavaScript Core 2: Understanding Programs - Part 1,Explore the '0-let-vs-const' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,1,JavaScript Core 2: Understanding Programs - Part 1,Explore the '1-predicting-execution' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,1,JavaScript Core 2: Understanding Programs - Part 1,Explore the '2-reading-programs' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,1,JavaScript Core 2: Understanding Programs - Part 1,Explore the '3-plain-text-programs' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,1,JavaScript Core 2: Understanding Programs - Part 1,Explore the '4-describing-programs' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,2,JavaScript Core 2: Understanding Programs - Part 2,Explore the '5-logging-state' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,2,JavaScript Core 2: Understanding Programs - Part 2,Explore the '6-tracing-backwards' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,2,JavaScript Core 2: Understanding Programs - Part 2,Explore the '7-naming-variables' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,2,JavaScript Core 2: Understanding Programs - Part 2,Explore the '8-code-review' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,2,JavaScript Core 2: Understanding Programs - Part 2,Explore the 'z-challenge' section of 'Understanding Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,3,JavaScript Core 2: Developing Programs - Part 1,Explore the '0-pair-programming' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,3,JavaScript Core 2: Developing Programs - Part 1,Explore the '1-linting' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,3,JavaScript Core 2: Developing Programs - Part 1,Explore the '2-fixing-errors' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,4,JavaScript Core 2: Developing Programs - Part 2,Explore the '3-fixing-bugs' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,4,JavaScript Core 2: Developing Programs - Part 2,Explore the '4-modifying-programs' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,4,JavaScript Core 2: Developing Programs - Part 2,Explore the '5-refactoring' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,5,JavaScript Core 2: Developing Programs - Part 3,Explore the '6-from-spec' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,5,JavaScript Core 2: Developing Programs - Part 3,Explore the '7-reverse-engineering' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
8,5,JavaScript Core 2: Developing Programs - Part 3,Explore the '8-imagining-programs' section of 'Developing Programs',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,1,JavaScript Core 3: Functions Part 1,Watch the 'JavaScript Functions In 90 Seconds' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,1,JavaScript Core 3: Functions Part 1,Watch the 'Function Basics' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,1,JavaScript Core 3: Functions Part 1,Complete the exercises found inside the '1-functions' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,1,JavaScript Core 3: Functions Part 1,Complete the exercises found inside the '2-documenting-functions' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,1,JavaScript Core 3: Functions Part 1,Complete the exercises found inside the '4-local-param-parent' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,2,JavaScript Core 3: Functions Part 2,Complete the exercises found inside the '1-calling-functions' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,2,JavaScript Core 3: Functions Part 2,Complete the exercises found inside the '3-refactoring-functions' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,2,JavaScript Core 3: Functions Part 2,Complete the exercises found inside the '4-reverse-engineering' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,3,JavaScript Core 3: Arrays Part 1,Complete the exercises found inside the '1-isolate' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,3,JavaScript Core 3: Arrays Part 1,Complete the exercises found inside the '2-practice' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,3,JavaScript Core 3: Arrays Part 1,Complete the exercises found inside the '3-integrate' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,4,JavaScript Core 3: Arrays Part 2,Complete the exercises found inside the '1-isolate' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,4,JavaScript Core 3: Arrays Part 2,Complete the exercises found inside the '2-practice' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,4,JavaScript Core 3: Arrays Part 2,Complete the exercises found inside the '3-implicit-return' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,5,JavaScript Core 3: Objects Part 1,Complete the exercises found inside the '1-isolate' module,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
9,5,JavaScript Core 3: Objects Part 1,Complete the Flexbox Object exercise,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Complete the interactive tutorials at 'Get started with viewing and changing the DOM',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 1 - What is the DOM' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 2 - Getting the Elements in the DOM' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 3 - Querying the Document' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 4 - Creating and adding elements' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 5 - Removing Elements' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 6 - Modifying Elements Classes' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,1,Web APIs 1: DOM: Introduction to the DOM API,Watch and replicate 'Lesson 7 - Working with Attributes' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,2,Web APIs 1: DOM: DOM Manipulation - Part 01,Read 'Document Object Model (DOM) Manipulation - Part 01',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,2,Web APIs 1: DOM: DOM Manipulation - Part 01,Complete the exercise 'Simple Manipulation - Part 01',Beginner,0,FALSE,Upload the required assets to the user/week10/exercises/day02/simple_manipulation/ folder,wdx-180
10,3,Web APIs 1: DOM: DOM Manipulation - Part 02,Read 'Document Object Model (DOM) Manipulation - Part 02',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,3,Web APIs 1: DOM: DOM Manipulation - Part 02,Complete the exercise 'Simple Manipulation - Part 02',Beginner,0,FALSE,Upload the required assets to the user/week10/exercises/day03/simple_manipulation/ folder,wdx-180
10,3,Web APIs 1: DOM: DOM Manipulation - Part 02,Complete the exercise 'DOM Mini Project',Beginner,0,FALSE,Upload the required assets to the user/week10/exercises/day03/dom_mini_project/ folder,wdx-180
10,4,Web APIs 1: DOM: DOM Manipulation - Part 03,Read 'Document Object Model (DOM) Manipulation - Part 03',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,4,Web APIs 1: DOM: DOM Manipulation - Part 03,Complete the exercise 'Number Generator',Beginner,0,FALSE,Upload the required assets to the user/week10/exercises/day04/number_generator/ folder,wdx-180
10,4,Web APIs 1: DOM: DOM Manipulation - Part 03,Complete the exercise 'Countries List',Beginner,0,FALSE,Upload the required assets to the user/week10/exercises/day04/countries_list/ folder,wdx-180
10,4,Web APIs 1: DOM: DOM Manipulation - Part 03,Complete the exercise 'Asabeneh's Challenge',Beginner,0,FALSE,Upload the required assets to the user/week10/exercises/day04/asabeneh_challenge/ folder,wdx-180
10,5,Web APIs 1: DOM: Introduction to Events,Watch and replicate 'Lesson 8 - DOM Event Basics' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
10,5,Web APIs 1: DOM: Introduction to Events,Watch and replicate 'Lesson 9 - Using Event Delegation and the Event Object' part from the 'JavaScript DOM Manipulation Mastery' video,Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,1,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to JSON,Read 'Introduction to JSON',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,1,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to JSON,Complete the exercise 'JSON Basics',Beginner,0,FALSE,Upload the required assets to the user/week11/exercises/day01/json_basics/ folder,wdx-180
11,2,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Promises,Read 'Promises and Callbacks',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,2,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Promises,Watch 'Async JavaScript & Callback Functions',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,2,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Promises,Watch 'JavaScript Promises',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,3,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Fetch API,Watch 'JavaScript Fetch API 👨🏻‍💻 in 1 Minute',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,3,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Fetch API,Read 'Fetch API',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,3,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Fetch API,Watch 'Fetch API',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,3,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Fetch API,Complete the exercise 'Fetch Basics',Beginner,0,FALSE,Upload the required assets to the user/week11/exercises/day03/fetch_basics/ folder,wdx-180
11,4,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Async/Await,Watch 'JavaScript Async Await 👨🏻‍💻 Tutorial in 1 Minute',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,4,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Async/Await,Read 'Introduction to Async/Await',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,4,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Introduction to Async/Await,Watch 'Async Await vs. Promises',Beginner,0,FALSE,Update FALSE to TRUE in the COMPLETED column,wdx-180
11,5,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Async Recap & Practice,Complete the exercise 'WaitForResult',Beginner,0,FALSE,Upload the required assets to the user/week11/exercises/day05/wait_for_result/ folder,wdx-180
11,5,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Async Recap & Practice,Complete the exercise 'Promise Refactoring',Beginner,0,FALSE,Upload the required assets to the user/week11/exercises/day05/promise_refactoring/ folder,wdx-180
11,5,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Async Recap & Practice,Complete the exercise 'Wikipedia API',Beginner,0,FALSE,Upload the required assets to the user/week11/exercises/day05/wikipedia_api/ folder,wdx-180
11,5,Web APIs 2: Asynchronous Programming - Promises - JSON - Fetch API: Async Recap & Practice,Complete the exercise 'Bitcoin Wallet API',Beginner,0,FALSE,Upload the required assets to the user/week11/exercises/day05/bitcoin_wallet/ folder,wdx-180
